Fecha,Hidraulica,Turbina_bombeo,Nuclear,Carbon,Motores_diesel,Turbina_de_gas,Turbina_de_vapor,Ciclo_combinado,Hidroeolica,Eolica,Solar_fotovoltaica,Solar_termica,Otras_renovables,Cogeneracion,Residuos_no_renovables,Residuos_renovables,Generacion_total
2016-08-15,57180.668,10278.323,166783.873,68162.784,10660.442,2083.393,6685.809,64952.902,107.664,102512.801,25704.699,11361.648,10150.51,64296.617,8438.644,2453.35,611814.127
2016-08-16,77035.628,5532.095,166538.32,125941.373,10832.383,3106.742,7815.185,94317.763,131.557,62730.159,23640.548,17875.837,10368.462,67812.433,8497.926,2351.614,684528.025
2016-08-17,66944.065,932.56,166345.031,148580.777,11250.232,2983.945,8289.143,92077.34,86.788,69689.491,28058.974,24507.758,10381.875,68410.547,8488.3455,2365.5355,709392.4070000001
2016-08-18,72468.377,762.176,166430.527,146257.664,11860.281,3089.979,8238.453,95065.188,50.515,64415.619,30134.516,27984.446,10779.664,69466.766,8249.981,2360.285,717614.4369999999
2016-08-19,72891.36,1585.518,166281.072,142573.36,11902.47,2885.981,8013.031,91401.835,53.949,82013.834,29551.729,29456.697,10915.359,68908.556,8471.5345,2389.9105,729296.1960000001
2016-08-20,57955.066,1082.299,166413.343,75852.182,11662.161,2390.269,6799.811,73266.381,53.149,113396.614,28903.807,29029.089,10790.957,64626.608,8214.3825,2221.8825,652658.0009999999
2016-08-21,47608.481,1210.901,167162.479,67011.732,11222.063,1810.788,6226.89,60724.456,82.582,127111.129,27615.93,29317.582,10621.829,63111.477,8525.52,2431.435,631795.2740000001
2016-08-22,70752.988,2920.931,166785.742,138441.626,10887.926,2928.659,8331.672,84023.649,62.989,76232.468,29928.919,28335.075,10535.933,67874.672,8327.3485,2506.1935,708876.7909999999
2016-08-23,68929.975,1140.737,166883.992,154609.399,11299.532,3062.372,8202.991,87984.122,37.396,91833.23,29903.837,27696.719,10549.177,69688.754,8619.4875,2488.0365,742929.7570000002
2016-08-24,64121.0,2493.137,166885.018,149663.587,11045.037,3101.561,8218.126,64399.647,62.534,129150.748,30213.473,27358.525,10248.099,69257.022,8231.18,2487.21,746935.9040000001
2016-08-25,63922.05,4476.033,167034.332,147524.726,11118.95,3423.298,6795.89,65245.778,64.525,130341.435,29239.971,23185.782,10915.243,71377.053,7898.2505,2033.6685,744596.985
2016-08-26,69473.29,6395.577,166926.243,158348.261,11424.182,2793.537,7379.776,72512.228,70.118,109852.878,26725.07,15338.304,10966.055,70759.822,7789.282,1964.575,738719.198
2016-08-27,62885.809,812.161,166689.462,157751.856,11562.6,1970.562,7115.773,58325.332,92.18,79985.01,27267.634,17107.962,11112.174,65858.959,7907.387,1846.886,678291.7469999999
2016-08-28,47915.935,1651.356,166365.851,134683.792,11422.286,1502.689,6466.53,51539.701,68.305,80923.748,27258.259,18238.58,10813.754,63985.939,7838.4785,1882.2185,632557.4219999999
2016-08-29,69472.762,2197.629,166629.361,155724.964,11461.769,2997.29,7844.241,78872.475,68.187,143634.92,27432.796,24379.705,10844.353,69378.925,8395.3095,2465.1995,781799.8859999998
2016-08-30,67618.151,2635.174,166627.283,171298.866,11413.138,2649.555,7794.334,90821.691,81.061,104484.576,27859.701,25630.689,10748.345,71686.16,8638.9025,2526.1795,772513.8059999999
2016-08-31,70330.617,1238.629,166408.611,185631.869,11378.696,2413.34,7774.397,89197.557,81.312,94192.272,26927.385,22733.332,10769.024,70272.148,8533.7585,2548.9395,770431.8870000001
2016-09-01,71023.311,2266.953,166307.541,179443.124,11383.161,2437.976,7401.717,95932.73,107.088,88483.508,27238.316,23187.993,10598.86,69919.278,8571.637,2498.083,766801.2760000001
2016-09-02,80341.002,4371.794,166636.109,189343.461,11167.254,2360.361,7827.489,106804.888,83.861,52728.092,28074.77,23538.315,10657.927,70778.901,8442.173,2483.226,765639.6229999999
2016-09-03,53731.388,2526.524,166381.512,167702.481,11198.338,2077.717,7596.226,82703.321,44.686,58585.976,26905.343,20237.07,11003.081,66246.477,8510.4235,2537.6095,687988.173
2016-09-04,52103.223,3186.588,166294.287,157889.769,10168.043,1899.399,7166.451,84281.268,48.666,62669.721,26304.787,20206.048,10852.646,63689.887,8480.8295,2507.5815,677749.1939999998
2016-09-05,89188.864,5085.884,165968.499,177040.369,10308.092,3499.173,8484.907,132641.18,58.555,73219.139,26979.923,20081.786,10596.324,69177.655,8401.2495,2425.2155,803156.8150000002
2016-09-06,88945.907,3184.954,161569.18,177059.707,10318.089,3571.098,8350.777,164376.242,61.356,52846.96,27218.822,18375.384,10524.245,70270.019,8436.1985,2410.4745,807519.4130000001
2016-09-07,75846.37,989.644,162353.423,185167.974,10197.065,3525.881,8283.327,150645.591,48.548,74475.177,27017.625,19079.356,10111.392,70685.169,8267.535,2436.102,809130.1789999999
2016-09-08,55852.102,179.691,166148.438,180478.539,10053.293,2935.517,7301.499,110083.736,86.107,86403.455,26068.245,22111.459,10580.384,72906.594,8382.219,2447.461,762018.7390000001
2016-09-09,61241.06,959.107,166495.696,185573.839,10294.081,2879.202,7945.774,99118.189,97.132,59298.45,26987.934,25446.531,10478.858,74352.053,8482.5675,2422.1105,742072.5839999998
2016-09-10,43102.139,187.161,166849.576,171254.766,10574.706,1929.518,7157.5,64627.035,93.001,44660.636,27012.802,25057.241,10526.289,69386.145,8643.0295,2576.8025,653638.347
2016-09-11,43133.817,1009.072,166465.231,152140.069,10055.425,1576.944,6443.535,49730.375,113.923,53279.499,26911.534,23080.256,9862.805,66531.834,8497.3955,2545.1145,621376.8290000001
2016-09-12,58400.139,278.07,166544.007,161912.556,9962.872,3711.238,8791.573,67561.157,54.352,137294.994,26673.674,22018.689,9946.513,71699.499,8556.901,2513.348,755919.5819999999
2016-09-13,50492.826,1595.711,166757.4,148788.141,10281.191,3419.173,7919.95,65666.429,53.643,176885.284,18571.742,7860.098,9651.096,72654.634,8144.43,2536.637,751278.385
2016-09-14,51506.985,1440.731,167599.88,135301.663,10019.315,3375.759,7378.634,64898.229,61.002,157458.586,22902.333,15145.957,10305.336,74604.44,7939.1155,2523.2725,732461.238
2016-09-15,47734.487,3547.573,167998.968,129404.258,9204.128,3079.621,7564.707,59526.998,106.101,165230.992,21237.887,11647.939,10127.191,75147.541,8315.363,2511.744,722385.4979999999
2016-09-16,45435.886,6068.827,168183.415,117837.586,9706.447,2420.236,7405.878,53050.1,85.205,138819.954,28390.281,24303.513,10070.342,74842.066,7793.0665,2551.1005,696963.9019999998
2016-09-17,39654.169,4582.286,168490.951,71480.019,9974.291,1500.934,7040.167,35217.795,81.2,154829.581,24166.957,24190.253,10568.513,67921.262,8461.812,2526.257,630686.4470000002
2016-09-18,36431.145,5623.827,168528.379,68278.993,9786.063,1041.716,6437.361,36949.641,66.344,131529.215,28142.417,24896.43,9955.53,65978.158,8521.553,2574.422,604741.194
2016-09-19,45543.282,2748.411,168260.802,126192.232,9612.361,2928.749,7564.098,68811.213,50.922,102321.315,27318.176,20032.451,9911.482,71399.079,8396.9795,2609.8365,673701.389
2016-09-20,51492.716,8098.442,168131.518,157702.952,9680.555,3238.251,7720.031,75728.608,44.22,91841.442,23183.368,19592.861,9759.162,72479.506,8075.262,2437.687,709206.581
2016-09-21,64706.482,7938.893,168033.217,165874.931,9638.946,3282.536,7384.125,83991.361,40.32,35833.115,28367.365,23907.798,10028.623,74731.196,8067.4045,2454.0135,694280.326
2016-09-22,63684.257,5709.65,167839.048,173093.446,9976.313,3248.936,6720.077,78191.605,35.012,41058.917,25293.133,17158.521,10041.661,74733.287,8128.8895,2489.0115,687401.764
2016-09-23,68247.468,4396.281,167274.447,176520.71,9700.043,3473.432,6552.524,76130.164,52.139,38002.013,24324.516,20120.828,10024.022,74123.551,8345.8215,2592.0785,689880.0379999997
2016-09-24,37919.842,1814.938,167712.999,123650.576,10083.137,1534.242,6740.306,43101.807,82.437,94393.93,26057.808,21144.667,10349.846,68604.923,8421.6715,2539.1025,624152.232
2016-09-25,41870.781,834.037,167708.466,111442.213,9551.988,1178.571,5781.341,48856.062,90.548,68474.272,22946.378,11557.578,10185.94,66042.378,8139.734,2365.007,577025.294
2016-09-26,57847.637,4623.042,167670.078,149201.41,9793.578,3378.748,7161.781,83468.621,93.079,49281.963,20920.538,11491.464,10276.323,72489.679,8302.312,2446.478,658446.7310000001
2016-09-27,44159.539,1496.415,167557.555,150835.794,9932.491,2791.477,7232.904,78110.059,83.851,103563.238,25465.401,21158.702,10131.276,72931.369,8229.957,2407.756,706087.7840000001
2016-09-28,44266.39,5106.043,167586.4,152875.273,9891.756,3373.934,7632.867,75582.245,108.104,132389.36,24166.397,18762.254,10072.633,72255.207,8048.673,2532.187,734649.7229999999
2016-09-29,43301.586,5676.305,167836.304,150559.623,9842.668,3239.772,8501.173,77297.371,80.023,101838.341,25736.866,19684.852,10397.745,75247.792,8496.7035,2551.9315,710289.0559999999
2016-09-30,46441.579,5713.114,167463.102,158369.902,10396.181,2470.835,8516.888,78740.399,50.574,86129.551,25484.894,20550.399,10066.616,76244.191,8520.2355,2628.0775,707786.538
2016-10-01,35670.045,3007.545,166720.245,134162.152,10523.133,1108.715,8095.29,65340.98,38.818,56299.344,24287.07,17290.885,10382.059,70465.91,8457.3405,2647.2085,614496.74
2016-10-02,35582.713,1613.49,167749.315,116548.622,10130.42,1156.79,6876.556,51652.624,34.459,39555.736,25740.724,19050.39,10430.086,69339.248,8520.7775,2677.1475,566659.0979999999
2016-10-03,49275.706,4009.633,167484.892,135302.855,10668.959,1723.803,8316.702,92080.521,19.315,78911.952,25696.202,19636.951,10295.98,73955.016,7601.402,2630.835,687610.7239999999
2016-10-04,60801.224,5380.615,167463.036,144581.384,10451.913,1828.551,8003.246,119041.032,45.068,65450.948,25111.286,15244.048,10176.344,74834.423,7348.0745,2460.0755,718221.2679999999
2016-10-05,54508.493,2013.286,167740.256,143954.243,10619.411,2067.765,8145.385,99049.546,64.717,97920.105,22196.86,12978.037,10167.706,76181.494,7338.121,2417.362,717362.787
2016-10-06,63757.544,2911.426,167808.226,158888.834,11086.849,1702.217,7962.488,131246.375,46.852,68545.864,22234.13,15124.687,9653.216,76305.521,7583.8475,2398.6825,747256.7590000001
2016-10-07,74119.125,2056.063,167913.612,164168.059,10916.027,1749.119,7829.318,143619.47,41.294,28838.996,24650.749,15469.474,9539.303,77155.922,7995.3965,2376.4455,738438.3730000001
2016-10-08,31064.39,121.706,157126.687,149860.84,10847.068,1288.916,6321.183,70334.585,46.044,74329.053,24321.824,13303.255,10069.831,72438.408,8348.543,2512.594,632334.927
2016-10-09,28072.048,1582.697,160388.063,108026.46,10366.597,857.752,5820.336,48160.826,35.081,128387.003,23666.71,15771.596,9790.549,69598.659,8232.5955,2528.7265,621285.699
2016-10-10,65438.531,12562.972,166474.716,141545.599,10672.232,1316.799,5828.586,137696.526,33.209,73061.757,24693.379,16702.316,9917.269,76829.51,8232.842,2587.702,753593.945
2016-10-11,61931.385,6028.911,168116.004,146985.863,10600.396,1385.296,6000.562,150662.599,41.183,76065.616,24307.432,13898.142,9920.343,78236.799,7978.2615,2608.5345,764767.3269999999
2016-10-12,49190.377,5038.062,168323.746,149834.865,10322.864,682.201,5770.387,110952.285,39.243,103779.419,6774.23,59.42,10056.261,70767.896,7832.326,2581.963,702005.545
2016-10-13,61920.23,5061.747,168419.025,155925.842,10816.024,1942.513,6538.668,184202.395,41.806,59123.627,11126.812,3533.561,10347.94,73228.508,7785.028,2569.851,762583.5769999999
2016-10-14,49308.04,2202.369,159758.62,143387.211,10668.168,1477.237,6656.331,130311.046,41.913,133781.568,18761.642,9920.659,10265.487,76640.071,8106.7035,2544.9235,763831.989
2016-10-15,33181.804,2974.752,160216.236,101769.427,10669.288,1092.021,6077.166,57285.393,13.087,124711.37,25591.24,17619.614,10203.902,72849.745,8066.203,2502.795,634824.0430000001
2016-10-16,37380.397,5140.66,164619.649,99896.131,10243.442,762.842,5771.065,54059.311,12.378,90635.033,19623.773,8133.671,9711.925,70108.306,7871.3215,2522.1055,586492.0099999999
2016-10-17,74315.097,16814.337,168668.682,137219.244,10718.549,1715.344,6987.544,169715.429,3.099,18911.019,14687.855,3986.088,9564.827,75183.597,7726.2425,2550.6225,718767.5760000001
2016-10-18,74144.733,7279.254,168699.414,143481.356,10836.512,1546.703,6723.339,186433.681,5.589,52339.567,12854.458,1758.618,8650.588,77073.633,7401.1795,2528.1735,761756.7980000001
2016-10-19,63739.735,1515.591,168601.361,161156.136,10953.358,1290.742,6717.51,188862.09,-0.577,62894.782,13004.581,1236.406,9016.539,77934.206,8166.4705,2554.2235,777643.154
2016-10-20,57906.341,451.657,168654.415,177571.555,10809.234,1375.199,6387.377,163720.793,9.879,92336.2,13397.633,2900.729,9171.699,78707.201,7767.622,2570.516,793738.0499999999
2016-10-21,66701.322,1779.795,168669.908,171468.64,10264.304,2013.339,6752.579,170194.102,1.628,65545.054,14224.071,1242.003,9619.663,78986.368,7914.416,2506.08,777883.272
2016-10-22,51860.007,6528.765,168221.22,157624.46,10521.701,1666.624,6386.285,80587.032,3.437,85833.988,9216.34,124.929,10070.85,72051.343,7423.955,1773.147,669894.0829999999
2016-10-23,24288.337,11254.988,167798.355,114308.05,10074.696,737.232,5718.574,41544.86,6.68,217061.391,11814.262,1002.263,9524.679,68520.389,7438.1555,1769.6485,692862.5599999999
2016-10-24,65806.403,11724.214,167715.099,148969.311,10029.886,1540.91,6689.893,125526.611,0.17,89973.188,10107.479,419.933,9900.629,75622.565,7415.226,1667.929,733109.446
2016-10-25,69551.677,10342.604,167645.898,161918.043,9814.326,2176.295,7023.453,150861.528,-0.337,64819.355,11136.605,479.888,9368.896,77182.175,7236.41,1559.185,751116.0009999999
2016-10-26,68372.637,8872.479,167418.061,169180.369,9683.118,2219.827,6959.174,167648.061,3.117,41015.98,17051.843,5531.14,9663.0,78291.367,7308.9925,1572.6745,760791.84
2016-10-27,60372.788,6540.617,167145.615,158090.629,9436.716,1600.41,6732.561,136284.801,22.532,85338.577,20032.033,3040.966,10013.437,78222.806,7748.3365,2162.0105,752784.8350000001
2016-10-28,59017.414,7145.293,159925.748,150253.147,9748.044,1700.943,6670.578,134097.604,19.3,63259.619,20010.078,8119.817,10257.142,79512.145,8388.2635,2596.0855,720721.221
2016-10-29,40873.168,3146.444,143559.468,151496.009,9756.823,1003.525,6252.522,78411.631,11.1,54851.352,22849.938,12725.311,10058.418,74157.24,8539.946,2661.371,620354.266
2016-10-30,33419.301,3523.826,149908.976,154039.055,9431.772,802.24,5884.75,72455.284,13.691,39094.649,23793.422,14727.542,10181.668,75395.299,8560.3985,2698.3865,603930.26
2016-10-31,30259.457,2811.601,144086.487,145848.191,9519.811,1969.708,6679.794,79167.946,10.512,56945.977,21480.158,13670.552,10367.861,75614.764,7870.356,2480.03,608783.205
2016-11-01,33089.348,9717.823,144204.376,146934.874,9066.53,1039.423,5580.151,66520.475,21.343,55956.354,17721.114,3843.319,9729.861,73225.32,7947.4225,2411.6145,587009.348
2016-11-02,59031.686,8051.77,144199.112,163877.116,9606.249,1641.747,6620.234,161879.622,22.743,30760.472,20014.324,7370.208,9837.288,77222.676,8144.345,2520.905,710800.497
2016-11-03,50827.544,15234.134,144082.831,167811.823,9514.187,1545.636,6799.169,176997.276,4.269,36985.12,16543.385,1335.452,10172.254,79229.496,8021.413,2616.706,727720.6950000001
2016-11-04,57901.276,5372.507,144083.784,161200.376,9598.971,1457.762,6753.194,170885.351,1.766,88068.258,5657.19,164.287,10146.391,79367.668,8257.8235,2647.7665,751564.371
2016-11-05,33479.459,1406.548,144093.344,126562.315,9692.251,715.109,6075.669,48134.698,2.743,198127.0,9188.314,663.033,9913.065,73117.651,8218.486,2663.371,672053.056
2016-11-06,28827.081,12292.871,140188.452,86589.218,9304.834,511.264,4768.633,56617.671,9.972,160272.377,20335.645,10402.517,9201.703,70586.691,7836.2495,2698.5145,620443.6930000001
2016-11-07,45991.503,9979.839,120178.062,145506.833,9372.192,1102.235,5476.074,125478.35,22.552,138584.822,20471.859,11068.604,9430.131,77878.462,8109.458,2680.769,731331.7450000001
2016-11-08,35831.419,5828.007,120338.479,155270.607,9348.825,1483.056,5364.701,106307.272,32.984,237805.724,22185.641,12270.703,9625.591,79137.306,8013.211,2730.97,811574.4959999999
2016-11-09,37226.05,16023.961,120398.56,158664.953,9276.662,1055.288,5353.174,106202.752,45.067,250474.795,11356.962,525.471,9654.884,78945.621,7975.7485,2767.3545,815947.303
2016-11-10,53895.02,10168.046,120626.439,168406.346,8890.699,1422.275,5367.148,153330.863,75.942,133658.87,21754.65,9496.446,9907.408,80214.953,7036.036,2556.939,786808.0800000001
2016-11-11,55373.59,7666.832,120676.04,169422.226,8844.145,1350.076,4919.164,152984.162,76.798,113700.916,19948.595,7994.797,10249.006,80186.728,6966.4315,2655.1655,763014.672
2016-11-12,47408.751,4224.135,120875.982,137624.346,8837.64,858.093,5030.804,161982.694,101.911,66417.375,15385.121,3643.047,10526.619,75150.383,6924.206,2616.271,667607.3780000001
2016-11-13,33149.491,2862.931,120435.867,130058.874,9101.146,574.819,5203.392,75236.336,82.654,146579.851,17098.04,6595.465,10139.951,72633.456,6671.654,2387.346,638811.273
2016-11-14,34058.57,3762.434,120724.43,143097.344,9113.501,1798.218,6868.243,108247.497,53.405,236848.971,20150.884,10959.487,9866.491,78016.304,6994.7785,2625.5135,793186.0710000001
2016-11-15,46823.469,4649.096,120989.419,160059.163,8741.922,1675.806,5918.681,166597.445,26.433,165565.53,21297.699,10525.795,9959.447,79480.803,6843.1485,2650.8505,811804.707
2016-11-16,58821.243,12487.591,120950.668,161417.73,9010.899,1617.828,6243.611,233554.759,48.791,51147.042,21858.556,10893.863,10017.368,78653.037,6815.9055,2593.0515,786131.9429999999
2016-11-17,55121.183,10645.431,121036.944,158237.891,9179.404,2300.566,5728.445,209416.855,53.669,49288.416,21351.995,10390.348,10452.683,79362.194,6950.587,2652.19,752168.801
2016-11-18,47738.962,5797.45,121038.064,160489.037,9201.054,1792.738,5799.761,175712.389,38.529,114208.716,14862.003,5191.082,11016.806,78489.097,6951.1265,2627.5825,760954.3970000001
2016-11-19,32120.858,2040.879,121051.151,153698.517,9326.876,2527.268,5910.778,57360.291,13.496,147245.496,18146.706,5868.122,10829.288,72274.207,6931.1195,2623.3985,647968.451
2016-11-20,25316.459,10238.41,121023.175,69921.646,9292.83,2006.352,5689.97,46452.455,25.673,265364.244,5373.774,5.09,10263.63,69373.874,6910.6565,2628.6095,649886.848
2016-11-21,43326.415,21609.577,120158.646,121868.106,9908.158,2299.949,6794.145,90829.515,11.53,230574.704,6738.844,117.083,9876.814,72546.199,6725.1755,2439.4435,745824.3040000001
2016-11-22,68768.955,12346.964,120824.935,179476.138,9337.774,2343.822,6106.537,177148.685,35.668,43389.052,5314.378,313.283,10680.0,76952.737,6549.394,2309.788,721898.1099999999
2016-11-23,66316.357,6958.601,120713.813,180691.401,8966.441,1773.46,6243.476,138430.561,52.258,133446.403,8576.415,2614.568,10245.078,76938.748,6026.2035,2249.5155,770243.2990000001
2016-11-24,61333.98,5700.393,121028.117,182858.79,9573.713,2674.847,5285.942,118121.22,24.454,107773.261,11404.497,2062.967,10180.106,78229.357,6471.177,2049.823,724772.6439999999
2016-11-25,61845.568,7732.667,121220.607,176772.979,9924.482,1826.003,5148.701,113519.386,14.542,112377.551,9087.166,441.586,10499.105,79949.215,6845.677,2295.47,719500.705
2016-11-26,53017.95,13394.137,121547.255,150822.377,9954.158,927.116,5643.697,50939.288,42.306,151423.248,4837.447,171.734,10360.646,73765.945,6714.46,2275.504,655837.2679999999
2016-11-27,48091.853,10060.943,121491.286,151685.135,9421.157,614.946,5185.914,58955.121,38.573,111361.733,5077.303,0.001,10316.694,71502.94,6255.3875,1853.1445,611912.1309999999
2016-11-28,80678.108,9907.735,121374.175,177152.434,9700.442,1426.315,5585.044,157027.052,16.517,52624.684,11112.525,969.695,10472.786,76918.858,6608.477,1943.742,723518.5889999998
2016-11-29,87682.654,7306.207,121539.321,195824.922,9442.265,1581.044,5442.79,175966.415,-1.943,67582.903,12221.189,3230.561,10688.064,78739.722,6937.75,2123.238,786307.102
2016-11-30,55958.438,4765.684,121445.796,186956.94,9715.031,2233.019,5131.37,111237.386,-0.805,209239.25,11441.033,571.004,10557.437,80230.923,7050.5245,2226.6285,818759.659
2016-12-01,83885.199,8094.413,120576.851,193009.096,9721.8,2151.842,7506.935,195299.292,15.135,75113.155,7536.05,124.13,10184.736,80773.474,7153.198,2492.95,803638.256
2016-12-02,95933.106,4360.578,121506.028,189415.144,9859.847,1313.717,7691.801,218275.545,8.107,34895.956,11952.404,1644.851,10466.649,81471.65,7083.735,2307.863,798186.981
2016-12-03,52402.032,1063.426,121346.077,164175.359,9320.577,999.381,7246.724,78554.524,7.674,121218.032,8302.143,69.673,10271.854,74494.329,6991.621,2368.879,658832.305
2016-12-04,39336.987,5412.515,121111.231,122660.417,9244.691,581.784,7140.302,48024.213,14.847,170080.09,5061.179,137.766,9846.224,69905.032,6135.585,2262.415,616955.278
2016-12-05,72258.678,12352.508,120889.126,155324.207,9834.814,1634.533,8009.713,152685.1,6.885,99357.823,8999.429,2633.152,10074.872,76388.529,6526.02,2328.655,739304.044
2016-12-06,72363.35,10098.254,121199.682,167699.561,9372.178,2020.195,7431.03,149739.818,19.862,31488.432,15384.035,5960.919,10044.093,78699.801,7187.283,2502.86,691211.3530000001
2016-12-07,69223.118,6152.109,121216.101,170246.702,10032.595,2437.217,9304.625,137781.29,9.749,55274.668,14081.918,3936.626,9848.872,79952.135,7298.9335,2555.1475,699351.8059999999
2016-12-08,40268.901,1813.056,121182.658,157234.623,9594.63,737.644,7884.994,62029.402,20.369,117373.123,12783.639,5284.562,10011.745,77053.636,7479.9105,2595.2265,633348.1190000001
2016-12-09,44489.459,5011.104,121069.168,155120.728,9872.878,1350.425,8221.151,76431.014,28.268,140533.148,13058.543,6861.524,10058.401,78769.502,7613.739,2631.727,681120.7789999997
2016-12-10,45187.138,10557.119,110879.434,140847.828,9666.897,1056.945,7610.329,85921.529,10.2,88240.312,13648.141,5552.196,9649.302,74862.029,7398.752,2623.939,613712.09
2016-12-11,50394.386,7045.796,114129.325,158613.879,9509.205,560.034,7169.537,98776.445,20.238,60968.51,14639.908,5242.552,8773.057,74193.685,7562.2705,2649.3545,620248.182
2016-12-12,70043.16,15566.763,119182.997,189556.622,9414.674,1705.829,7967.986,197022.824,32.947,48578.728,14686.165,4924.563,8987.601,79232.041,7367.837,2633.135,776903.8720000001
2016-12-13,77943.366,11677.896,120033.788,201119.119,9507.072,1656.65,7992.938,210750.738,8.328,46772.899,11660.637,2780.874,9018.333,80598.136,7296.374,2662.284,801479.4319999999
2016-12-14,81822.644,10554.06,120230.66,199510.268,9262.537,2056.975,7379.112,210015.694,34.796,78713.232,6848.559,86.558,9700.098,79642.294,7136.631,2628.85,825622.9679999999
2016-12-15,87892.691,8136.57,120202.301,187455.85,9385.315,1665.157,7846.416,212048.713,56.334,72137.683,6549.595,522.679,9840.11,80767.627,6846.9805,2631.8785,813985.8999999999
2016-12-16,65749.66,2821.478,120510.081,174373.289,9518.494,1439.627,7827.551,154210.297,61.61,125027.493,4156.911,125.482,9913.175,80539.321,7230.996,2626.269,766131.7339999999
2016-12-17,38839.671,2884.763,124584.966,136966.367,9241.83,943.22,7358.657,48868.162,90.552,193265.946,8000.804,343.373,10073.26,75031.274,7349.363,2635.729,666477.9370000002
2016-12-18,37410.071,7060.761,132958.359,126650.391,9309.985,986.073,7298.197,53094.673,64.689,158315.119,10233.318,1478.604,9960.056,72479.367,7281.6555,2644.8095,637226.1279999999
2016-12-19,76522.084,5488.844,141219.084,177012.108,9448.177,1773.314,8164.432,129862.083,46.176,161568.009,9400.133,1939.412,10273.176,78232.834,6558.0525,2559.0705,820066.9890000001
2016-12-20,73979.823,6207.275,153076.301,188506.161,9769.687,2090.284,8105.983,141021.452,34.679,146628.939,13527.043,3217.28,10142.967,79934.913,6645.6225,2564.2315,845452.6410000001
2016-12-21,72202.85,8849.799,160095.418,190047.765,10114.606,1232.614,7896.126,128133.013,39.741,114518.704,14561.234,4246.056,10183.772,80454.188,6421.8755,2591.1505,811588.9120000001
2016-12-22,78045.213,15356.432,166829.526,196807.66,9894.673,1055.339,7949.947,134001.426,42.987,43954.204,15034.071,5278.334,10229.616,79965.658,6368.2505,2627.0535,773440.3900000001
2016-12-23,63226.278,5889.795,169875.313,187305.669,9348.341,1655.394,8669.704,96499.023,36.099,47078.581,15896.733,6640.523,10333.659,79365.995,6436.604,2609.567,710867.2780000002
2016-12-24,37090.315,4312.582,170429.964,163361.802,9165.625,1005.623,8122.229,49235.213,34.251,73923.353,15287.724,6272.445,9935.725,60644.267,6322.7165,2619.0115,617762.8459999999
2016-12-25,27966.344,9720.432,170665.656,131608.385,8476.17,278.396,7125.836,54691.505,24.782,58249.126,15937.083,6933.513,9628.49,53364.519,6182.5435,2649.1475,563501.928
2016-12-26,30981.372,7228.497,170658.558,149725.326,8744.205,1177.853,8133.983,60545.145,25.426,61756.021,15949.999,6385.673,9752.338,63447.884,6350.417,2600.116,603462.8130000001
2016-12-27,56342.345,7215.692,168597.027,166215.753,8726.391,1951.202,8669.479,84980.534,22.282,50290.929,15350.284,5454.58,9922.255,72300.322,6526.2365,2586.7575,665152.0689999999
2016-12-28,47003.012,11985.096,170662.349,172069.853,9342.667,1628.557,8622.615,69197.754,29.818,77021.308,12951.983,4818.141,9773.57,73173.288,6396.883,2574.307,677251.201
2016-12-29,54241.093,18752.537,170811.249,162863.766,8992.492,1404.321,8903.195,66277.028,44.027,55325.827,18025.688,6805.077,9615.048,74417.933,6662.5645,2585.3855,665727.2309999999
2016-12-30,58585.717,9681.467,170859.216,173636.53,9408.059,1302.115,8569.221,90356.003,51.961,38115.265,15285.598,6303.561,9892.813,75298.139,6515.4775,2410.3845,676271.527
2016-12-31,2120.494,153.665,7118.452,7206.381,357.679,1.994,288.455,3057.628,1.609,1788.757,0.101,0.717,425.57,2935.825,267.3565,98.5385,25823.222000000005
2017-01-01,40885.829,2954.553,170819.014,161734.147,8734.452,411.852,7061.719,70488.371,43.416,48745.002,13468.318,4875.658,9994.871,56785.706,6181.0595,2625.4165,605809.3840000001
2017-01-02,57481.212,13381.938,170872.158,170079.712,9371.135,1146.667,8288.129,80760.013,23.957,92810.061,11803.082,2697.388,10037.04,71933.986,6527.2885,2591.0415,709804.8080000003
2017-01-03,73441.18,14375.548,170749.052,184537.242,9431.815,2134.97,7459.069,117449.468,43.742,87785.609,10997.207,556.018,10563.169,80295.045,7219.722,2589.246,779628.1020000002
2017-01-04,64063.571,2737.872,170693.501,185002.059,9479.814,2150.898,7680.088,109942.936,24.792,136452.417,12322.037,1277.395,10475.591,81388.091,7240.1815,2592.5175,803523.761
2017-01-05,55419.377,3034.385,170715.133,174470.299,9360.093,1577.276,8685.376,90334.643,29.498,150124.873,15723.236,4102.46,10816.705,81176.899,7037.7075,2597.4555,785205.416
2017-01-06,54490.797,3693.179,170658.821,160482.726,8952.404,503.571,7402.896,93715.102,53.585,89884.85,17335.014,5894.124,10710.022,77706.005,7531.614,2456.793,711471.5029999998
2017-01-07,55296.845,11322.968,170617.634,149227.243,9173.906,787.64,8100.768,88975.441,42.836,84896.178,18026.848,6390.218,10521.59,75421.088,7054.9755,2347.3775,698203.5559999997
2017-01-08,38557.528,9019.371,170703.687,139102.528,9302.862,593.189,7688.197,73844.187,43.508,120772.954,18667.177,6486.738,10457.242,74154.321,7529.804,2581.569,689504.862
2017-01-09,76921.046,17376.472,170713.731,148566.386,9988.636,1238.25,8240.475,141733.637,34.232,128638.668,19421.724,8278.469,10343.471,79572.155,7360.014,2600.345,831027.7109999999
